Conversation_no,Turn_no,QID,Question,Answer,Entity,Salience
2317,1,2317-1,where does harry potter get his school supplies,Hagrid explains that Harry Potter will buy what he needs for school in Diagon Alley.,Places in Harry Potter,1.5
2317,2,2317-2,is diagon alley accessible from london,"Diagon Alley is accessible from Muggle London through the Leaky Cauldron, which is on Charing Cross Road, set between a bookshop and a record shop",Record shop,0.3333333333333333
2317,2,2317-2,is diagon alley accessible from london,"Diagon Alley is accessible from Muggle London through the Leaky Cauldron, which is on Charing Cross Road, set between a bookshop and a record shop",Charing Cross Road,1.0
2317,2,2317-2,is diagon alley accessible from london,"Diagon Alley is accessible from Muggle London through the Leaky Cauldron, which is on Charing Cross Road, set between a bookshop and a record shop",Muggle,0.6666666666666666
2317,3,2317-3,what is the leaky cauldron,"The Leaky Cauldron is a pub and inn for wizards, located on the Muggle street of Charing Cross Road in London, offering food, drinks and rooms to rent.",Hotel,1.0
2317,3,2317-3,what is the leaky cauldron,"The Leaky Cauldron is a pub and inn for wizards, located on the Muggle street of Charing Cross Road in London, offering food, drinks and rooms to rent.",Charing Cross Road,0.5
2317,3,2317-3,what is the leaky cauldron,"The Leaky Cauldron is a pub and inn for wizards, located on the Muggle street of Charing Cross Road in London, offering food, drinks and rooms to rent.",Pub,1.0
2317,3,2317-3,what is the leaky cauldron,"The Leaky Cauldron is a pub and inn for wizards, located on the Muggle street of Charing Cross Road in London, offering food, drinks and rooms to rent.",London,0.5
2317,3,2317-3,what is the leaky cauldron,"The Leaky Cauldron is a pub and inn for wizards, located on the Muggle street of Charing Cross Road in London, offering food, drinks and rooms to rent.",Places in Harry Potter,1.5
2368,1,2368-1,what is the meaning of mutually exclusive events,"In logic and probability theory, two events are mutually exclusive or disjoint if they cannot both occur at the same time",Logic,2.0
2368,1,2368-1,what is the meaning of mutually exclusive events,"In logic and probability theory, two events are mutually exclusive or disjoint if they cannot both occur at the same time",Probability theory,1.0
2368,2,2368-2,what is an example of mutually exclusive events,"An example of mutually exclusive events is the set of outcomes of a single coin toss, which can result in either heads or tails, but not both.",Probability space,1.0
2368,2,2368-2,what is an example of mutually exclusive events,"An example of mutually exclusive events is the set of outcomes of a single coin toss, which can result in either heads or tails, but not both.",Head,1.3333333333333333
2368,2,2368-2,what is an example of mutually exclusive events,"An example of mutually exclusive events is the set of outcomes of a single coin toss, which can result in either heads or tails, but not both.",Event (probability theory),1.3333333333333333
2368,3,2368-3,when was probability theory developed,The first recorded evidence of probability theory can be found as early as 1550 in the work of Cardan.,Gerolamo Cardano,1.0
2368,3,2368-3,when was probability theory developed,The first recorded evidence of probability theory can be found as early as 1550 in the work of Cardan.,Evidence,2.0
2542,1,2542-1,who did the theme song for the munsters,"The instrumental theme song for The Munsters, titled The Munsterss Theme, was composed by composer/arranger Jack Marshall.",Jack Marshall (composer),1.5
2542,1,2542-1,who did the theme song for the munsters,"The instrumental theme song for The Munsters, titled The Munsterss Theme, was composed by composer/arranger Jack Marshall.",Composer,0.75
2542,1,2542-1,who did the theme song for the munsters,"The instrumental theme song for The Munsters, titled The Munsterss Theme, was composed by composer/arranger Jack Marshall.",Theme from A Summer Place,1.5
2542,2,2542-2,did the munsters' theme song win any awards,The instrumental theme song for The Munsters was nominated for a Grammy Award in 1965.,Theme from A Summer Place,0.3333333333333333
2542,2,2542-2,did the munsters' theme song win any awards,The instrumental theme song for The Munsters was nominated for a Grammy Award in 1965.,Grammy Award,1.3333333333333333
2542,2,2542-2,did the munsters' theme song win any awards,The instrumental theme song for The Munsters was nominated for a Grammy Award in 1965.,The Munsters,1.0
2542,3,2542-3,was the munsters' theme song similar to fall out boy's uma,A sample of the Munsters theme was used in the song Uma Thurman by Fall Out Boy.,Uma Thurman,0.75
2542,3,2542-3,was the munsters' theme song similar to fall out boy's uma,A sample of the Munsters theme was used in the song Uma Thurman by Fall Out Boy.,Fall Out Boy,1.25
2542,3,2542-3,was the munsters' theme song similar to fall out boy's uma,A sample of the Munsters theme was used in the song Uma Thurman by Fall Out Boy.,The Munsters,1.5
2560,2,2560-2,who does the bank of england offer services to,"The Bank of England offers banking services to key links in the economy – the Government, central banks and some financial sector firms.",Financial crisis of 2007–08,1.3333333333333333
2560,2,2560-2,who does the bank of england offer services to,"The Bank of England offers banking services to key links in the economy – the Government, central banks and some financial sector firms.",Bank,1.6666666666666667
2560,2,2560-2,who does the bank of england offer services to,"The Bank of England offers banking services to key links in the economy – the Government, central banks and some financial sector firms.",Government,2.0
2560,2,2560-2,who does the bank of england offer services to,"The Bank of England offers banking services to key links in the economy – the Government, central banks and some financial sector firms.",Central bank,1.3333333333333333
2560,2,2560-2,who does the bank of england offer services to,"The Bank of England offers banking services to key links in the economy – the Government, central banks and some financial sector firms.",Bank of England,1.6666666666666667
2560,3,2560-3,what services does the bank of england offer,"The Bank of England offers sterling call accounts and payment services, fixed-term deposits, foreign currency payments, securities settlement and custody, gold custody services",Currency,1.25
2560,3,2560-3,what services does the bank of england offer,"The Bank of England offers sterling call accounts and payment services, fixed-term deposits, foreign currency payments, securities settlement and custody, gold custody services",Custodian bank,1.25
2560,3,2560-3,what services does the bank of england offer,"The Bank of England offers sterling call accounts and payment services, fixed-term deposits, foreign currency payments, securities settlement and custody, gold custody services",Time deposit,1.25
2560,3,2560-3,what services does the bank of england offer,"The Bank of England offers sterling call accounts and payment services, fixed-term deposits, foreign currency payments, securities settlement and custody, gold custody services",Payment service provider,1.0
2560,3,2560-3,what services does the bank of england offer,"The Bank of England offers sterling call accounts and payment services, fixed-term deposits, foreign currency payments, securities settlement and custody, gold custody services",Bank of England,1.6666666666666667
2574,2,2574-2,Who is James Fauntleroy?,"James Edward Fauntleroy II is an American singer, songwriter and record producer from Inglewood, California.",Record producer,1.25
2574,2,2574-2,Who is James Fauntleroy?,"James Edward Fauntleroy II is an American singer, songwriter and record producer from Inglewood, California.",California,0.75
2574,2,2574-2,Who is James Fauntleroy?,"James Edward Fauntleroy II is an American singer, songwriter and record producer from Inglewood, California.",Songwriter,2.0
2655,1,2655-1,where do you find dwellings made of ice who makes them and what are they called,"An igloo is a type of shelter built of snow, often associated with Inuit, Eskimo peoples, and people of Canadas Central Arctic and Greenlands Thule area.",Rock shelter,1.0
2655,1,2655-1,where do you find dwellings made of ice who makes them and what are they called,"An igloo is a type of shelter built of snow, often associated with Inuit, Eskimo peoples, and people of Canadas Central Arctic and Greenlands Thule area.",Igloo,1.0
2655,1,2655-1,where do you find dwellings made of ice who makes them and what are they called,"An igloo is a type of shelter built of snow, often associated with Inuit, Eskimo peoples, and people of Canadas Central Arctic and Greenlands Thule area.",Ethnic group,0.5
2655,1,2655-1,where do you find dwellings made of ice who makes them and what are they called,"An igloo is a type of shelter built of snow, often associated with Inuit, Eskimo peoples, and people of Canadas Central Arctic and Greenlands Thule area.",Greenland,1.5
2655,1,2655-1,where do you find dwellings made of ice who makes them and what are they called,"An igloo is a type of shelter built of snow, often associated with Inuit, Eskimo peoples, and people of Canadas Central Arctic and Greenlands Thule area.",Thule,1.5
2655,3,2655-3,what is the etymology of the word igloo,"The Inuit language word iglu (plural igluit) can be used for a house or home built of any material, and is not restricted exclusively to snowhouses.",Igloo,0.5
2655,3,2655-3,what is the etymology of the word igloo,"The Inuit language word iglu (plural igluit) can be used for a house or home built of any material, and is not restricted exclusively to snowhouses.",Inuit languages,1.0
2655,3,2655-3,what is the etymology of the word igloo,"The Inuit language word iglu (plural igluit) can be used for a house or home built of any material, and is not restricted exclusively to snowhouses.",Home,0.5
2723,2,2723-2,what is the houston astros' home stadium,"Minute Maid Park is a ballpark in Downtown Houston, Texas, United States, that opened in 2000 as the home stadium for the Houston Astros of Major League Baseball.",Downtown Houston,1.75
2723,2,2723-2,what is the houston astros' home stadium,"Minute Maid Park is a ballpark in Downtown Houston, Texas, United States, that opened in 2000 as the home stadium for the Houston Astros of Major League Baseball.",Major League Baseball,1.25
2723,2,2723-2,what is the houston astros' home stadium,"Minute Maid Park is a ballpark in Downtown Houston, Texas, United States, that opened in 2000 as the home stadium for the Houston Astros of Major League Baseball.",Texas,1.5
2723,2,2723-2,what is the houston astros' home stadium,"Minute Maid Park is a ballpark in Downtown Houston, Texas, United States, that opened in 2000 as the home stadium for the Houston Astros of Major League Baseball.",Home (sports),1.0
2723,2,2723-2,what is the houston astros' home stadium,"Minute Maid Park is a ballpark in Downtown Houston, Texas, United States, that opened in 2000 as the home stadium for the Houston Astros of Major League Baseball.",Minute Maid Park,1.0
2723,3,2723-3,why are the houston astros called the astros,"The current name, the Houston Astros, reflecting Houstons role as the host of the Johnson Space Center, was adopted in 1965, when they moved into the Astrodome.",Lyndon B. Johnson Space Center,1.6666666666666667
2723,3,2723-3,why are the houston astros called the astros,"The current name, the Houston Astros, reflecting Houstons role as the host of the Johnson Space Center, was adopted in 1965, when they moved into the Astrodome.",Astrodome,1.3333333333333333
2723,3,2723-3,why are the houston astros called the astros,"The current name, the Houston Astros, reflecting Houstons role as the host of the Johnson Space Center, was adopted in 1965, when they moved into the Astrodome.",Houston,0.3333333333333333
2723,3,2723-3,why are the houston astros called the astros,"The current name, the Houston Astros, reflecting Houstons role as the host of the Johnson Space Center, was adopted in 1965, when they moved into the Astrodome.",Naming rights,1.0
2746,2,2746-2,when did hannibal live,Hannibal was born in 247 BC and lived during a period of great tension in the western Mediterranean Basin.,Hannibal,2.0
2746,2,2746-2,when did hannibal live,Hannibal was born in 247 BC and lived during a period of great tension in the western Mediterranean Basin.,Sub-Roman Britain,1.0
2746,2,2746-2,when did hannibal live,Hannibal was born in 247 BC and lived during a period of great tension in the western Mediterranean Basin.,Mediterranean Basin,0.6666666666666666
2746,3,2746-3,what is hannibal known for,Hannibal is often regarded as one of the greatest military strategists in history and one of the greatest generals of Mediterranean antiquity.,Hannibal,2.0
2746,3,2746-3,what is hannibal known for,Hannibal is often regarded as one of the greatest military strategists in history and one of the greatest generals of Mediterranean antiquity.,Military strategy,1.0
1344,2,1344-2,What was Sigmund Freud and Wilhelm Fliess' relationship?,Sigmund Freud and Wilhelm Fliess saw themselves as isolated from the prevailing clinical and theoretical mainstream because of their ambitions to develop radical new theories of sexuality.,Human sexuality,1.5
1344,2,1344-2,What was Sigmund Freud and Wilhelm Fliess' relationship?,Sigmund Freud and Wilhelm Fliess saw themselves as isolated from the prevailing clinical and theoretical mainstream because of their ambitions to develop radical new theories of sexuality.,Theory,1.5
1344,2,1344-2,What was Sigmund Freud and Wilhelm Fliess' relationship?,Sigmund Freud and Wilhelm Fliess saw themselves as isolated from the prevailing clinical and theoretical mainstream because of their ambitions to develop radical new theories of sexuality.,Mainstream,0.5
71,3,71-3,How many legs do mammals have?,Not only do mammals have four legs but actually all terrestrial vertebrates (which include mammals) have four legs. There are slight exceptions though as some lineages have lost their legs.,Clade,0.0
71,3,71-3,How many legs do mammals have?,Not only do mammals have four legs but actually all terrestrial vertebrates (which include mammals) have four legs. There are slight exceptions though as some lineages have lost their legs.,Vertebrate,2.0
71,3,71-3,How many legs do mammals have?,Not only do mammals have four legs but actually all terrestrial vertebrates (which include mammals) have four legs. There are slight exceptions though as some lineages have lost their legs.,Quadrupedalism,1.0
62,1,62-1,What is the Surrealism movement in art?,"Surrealism is a cultural movement that started in 1917, and is best known for its visual artworks and writings. Artists painted unnerving, illogical scenes with photographic precision, created strange creatures from everyday objects, and developed painting techniques that allowed the unconscious to express itself.",Cultural movement,2.0
62,1,62-1,What is the Surrealism movement in art?,"Surrealism is a cultural movement that started in 1917, and is best known for its visual artworks and writings. Artists painted unnerving, illogical scenes with photographic precision, created strange creatures from everyday objects, and developed painting techniques that allowed the unconscious to express itself.",Scene (drama),1.0
62,1,62-1,What is the Surrealism movement in art?,"Surrealism is a cultural movement that started in 1917, and is best known for its visual artworks and writings. Artists painted unnerving, illogical scenes with photographic precision, created strange creatures from everyday objects, and developed painting techniques that allowed the unconscious to express itself.",Painting,1.5
62,1,62-1,What is the Surrealism movement in art?,"Surrealism is a cultural movement that started in 1917, and is best known for its visual artworks and writings. Artists painted unnerving, illogical scenes with photographic precision, created strange creatures from everyday objects, and developed painting techniques that allowed the unconscious to express itself.",Writing,2.0
62,1,62-1,What is the Surrealism movement in art?,"Surrealism is a cultural movement that started in 1917, and is best known for its visual artworks and writings. Artists painted unnerving, illogical scenes with photographic precision, created strange creatures from everyday objects, and developed painting techniques that allowed the unconscious to express itself.",Artist,1.5
70,3,70-3,Why is solar energy important?,"Solar is a safe alternative which can replace current fossil fuels like coal and gas for generation of electricity that produce air, water, and land pollution. ... Use of solar energy will eliminate these unsafe, unclean consequences from using conventional fossil fuels.",Coal,1.0
70,3,70-3,Why is solar energy important?,"Solar is a safe alternative which can replace current fossil fuels like coal and gas for generation of electricity that produce air, water, and land pollution. ... Use of solar energy will eliminate these unsafe, unclean consequences from using conventional fossil fuels.",Climate change,1.5
70,3,70-3,Why is solar energy important?,"Solar is a safe alternative which can replace current fossil fuels like coal and gas for generation of electricity that produce air, water, and land pollution. ... Use of solar energy will eliminate these unsafe, unclean consequences from using conventional fossil fuels.",Atmosphere of Earth,2.0
70,3,70-3,Why is solar energy important?,"Solar is a safe alternative which can replace current fossil fuels like coal and gas for generation of electricity that produce air, water, and land pollution. ... Use of solar energy will eliminate these unsafe, unclean consequences from using conventional fossil fuels.",Electricity generation,1.5
70,3,70-3,Why is solar energy important?,"Solar is a safe alternative which can replace current fossil fuels like coal and gas for generation of electricity that produce air, water, and land pollution. ... Use of solar energy will eliminate these unsafe, unclean consequences from using conventional fossil fuels.",Natural gas,2.0
2574,3,2574-3,What other artists besides Bruno Mars has James Fauntleroy worked with?,"James Fauntleroy is known for working on tracks by artists such as Frank Ocean, Kendrick Lamar, Drake, J. Cole, Vince Staples, Big Sean, John Mayer, Beyonce, Rihanna and Justin Timberlake.",John Mayer,2.0
2574,3,2574-3,What other artists besides Bruno Mars has James Fauntleroy worked with?,"James Fauntleroy is known for working on tracks by artists such as Frank Ocean, Kendrick Lamar, Drake, J. Cole, Vince Staples, Big Sean, John Mayer, Beyonce, Rihanna and Justin Timberlake.",Music artist (occupation),2.0
2574,3,2574-3,What other artists besides Bruno Mars has James Fauntleroy worked with?,"James Fauntleroy is known for working on tracks by artists such as Frank Ocean, Kendrick Lamar, Drake, J. Cole, Vince Staples, Big Sean, John Mayer, Beyonce, Rihanna and Justin Timberlake.",Album,2.0
2574,3,2574-3,What other artists besides Bruno Mars has James Fauntleroy worked with?,"James Fauntleroy is known for working on tracks by artists such as Frank Ocean, Kendrick Lamar, Drake, J. Cole, Vince Staples, Big Sean, John Mayer, Beyonce, Rihanna and Justin Timberlake.",Kendrick Lamar,1.0
2574,3,2574-3,What other artists besides Bruno Mars has James Fauntleroy worked with?,"James Fauntleroy is known for working on tracks by artists such as Frank Ocean, Kendrick Lamar, Drake, J. Cole, Vince Staples, Big Sean, John Mayer, Beyonce, Rihanna and Justin Timberlake.",Rihanna,1.0
